Model,Category,Train_Mean,Test_Mean,Train_Std,Test_Std,Pct_Positive
S-Learner,Baseline,0.5467543298436511,0.5399118857386017,0.8619220153695141,0.8944965494238699,74.07407407407408
T-Learner,Baseline,0.2663509533294826,0.13080016486232562,12.289825512497131,9.848318266399136,64.19753086419753
X-Learner,Baseline,1.632682862584948,1.292968783896018,5.402681846401594,5.083414141066025,61.111111111111114
LinearDML,Main-DML,-3.1613547159572946,-2.9453301145401016,12.171416393895873,11.689993382355764,44.03292181069959
CausalForestDML,Main-DML,0.6966946189078352,0.7866013874187244,2.674011060711561,2.6225836984883,85.39094650205762
NonParamDML,Main-DML,12697.186842587058,12122.325286780773,216767.12278100697,184204.07665534999,62.34567901234568
CausalForest_GRF,Comparison,7.343398981653061,7.616574904686703,4.629371689577815,4.952235011622033,100.0
